Date,NO2,Status,NOX,Status
2016-02-14,39,V ugm-3,73,V ugm-3
2016-02-15,59,V ugm-3,141,V ugm-3
2016-02-16,115,V ugm-3,535,V ugm-3
2016-02-17,116,V ugm-3,479,V ugm-3
2016-02-18,81,V ugm-3,280,V ugm-3
2016-02-19,117,V ugm-3,497,V ugm-3
2016-02-20,92,V ugm-3,312,V ugm-3
2016-02-21,73,V ugm-3,220,V ugm-3
2016-02-22,71,V ugm-3,196,V ugm-3
2016-02-23,69,V ugm-3,196,V ugm-3
2016-02-24,93,V ugm-3,382,V ugm-3
2016-02-25,105,V ugm-3,438,V ugm-3
2016-02-26,112,V ugm-3,445,V ugm-3
2016-02-27,49,V ugm-3,96,V ugm-3
2016-02-28,34,V ugm-3,52,V ugm-3
2016-02-29,80,V ugm-3,217,V ugm-3
2016-03-01,112,V ugm-3,425,V ugm-3
2016-03-02,103,V ugm-3,356,V ugm-3
2016-03-03,92,V ugm-3,331,V ugm-3
2016-03-04,124,V ugm-3,498,V ugm-3
2016-03-05,56,V ugm-3,109,V ugm-3
2016-03-06,63,V ugm-3,139,V ugm-3
2016-03-07,64,V ugm-3,127,V ugm-3
2016-03-08,138,V ugm-3,567,V ugm-3
2016-03-09,83,V ugm-3,235,V ugm-3
2016-03-10,77,V ugm-3,219,V ugm-3
2016-03-11,97,V ugm-3,302,V ugm-3
2016-03-12,96,V ugm-3,258,V ugm-3
2016-03-13,60,V ugm-3,128,V ugm-3
2016-03-14,60,V ugm-3,143,V ugm-3
2016-03-15,53,V ugm-3,100,V ugm-3
2016-03-16,50,V ugm-3,107,V ugm-3
2016-03-17,76,V ugm-3,202,V ugm-3
2016-03-18,54,V ugm-3,107,V ugm-3
2016-03-19,36,V ugm-3,56,V ugm-3
2016-03-20,41,V ugm-3,63,V ugm-3
2016-03-21,79,V ugm-3,188,V ugm-3
2016-03-22,89,V ugm-3,227,V ugm-3
2016-03-23,92,V ugm-3,255,V ugm-3
2016-03-24,137,V ugm-3,557,V ugm-3
2016-03-25,88,V ugm-3,229,V ugm-3
2016-03-26,85,V ugm-3,215,V ugm-3
2016-03-27,81,V ugm-3,207,V ugm-3
2016-03-28,81,V ugm-3,234,V ugm-3
2016-03-29,131,V ugm-3,467,V ugm-3
2016-03-30,120,V ugm-3,431,V ugm-3
2016-03-31,74,V ugm-3,165,V ugm-3
2016-04-01,132,V ugm-3,438,V ugm-3
2016-04-02,105,V ugm-3,264,V ugm-3
2016-04-03,89,V ugm-3,232,V ugm-3
2016-04-04,121,V ugm-3,397,V ugm-3
2016-04-05,102,V ugm-3,305,V ugm-3
2016-04-06,121,V ugm-3,406,V ugm-3
2016-04-07,111,V ugm-3,413,V ugm-3
2016-04-08,122,V ugm-3,419,V ugm-3
2016-04-09,108,V ugm-3,325,V ugm-3
2016-04-10,81,V ugm-3,182,V ugm-3
2016-04-11,105,V ugm-3,374,V ugm-3
2016-04-12,130,V ugm-3,464,V ugm-3
2016-04-13,119,V ugm-3,414,V ugm-3
2016-04-14,NA,V ugm-3,NA,V ugm-3
2016-04-15,NA,V ugm-3,NA,V ugm-3
2016-04-16,55,V ugm-3,114,V ugm-3
2016-04-17,70,V ugm-3,155,V ugm-3
2016-04-18,127,V ugm-3,432,V ugm-3
2016-04-19,74,V ugm-3,164,V ugm-3
2016-04-20,82,V ugm-3,209,V ugm-3
2016-04-21,75,V ugm-3,193,V ugm-3
2016-04-22,63,V ugm-3,145,V ugm-3
2016-04-23,47,V ugm-3,85,V ugm-3
2016-04-24,49,V ugm-3,88,V ugm-3
2016-04-25,84,V ugm-3,254,V ugm-3
2016-04-26,57,V ugm-3,114,V ugm-3
2016-04-27,76,V ugm-3,183,V ugm-3
2016-04-28,117,V ugm-3,431,V ugm-3
2016-04-29,109,V ugm-3,359,V ugm-3
2016-04-30,59,V ugm-3,113,V ugm-3
2016-05-01,98,V ugm-3,267,V ugm-3
2016-05-02,74,V ugm-3,194,V ugm-3
2016-05-03,97,V ugm-3,275,V ugm-3
2016-05-04,136,V ugm-3,439,V ugm-3
2016-05-05,140,V ugm-3,363,V ugm-3
2016-05-06,120,V ugm-3,280,V ugm-3
2016-05-07,91,V ugm-3,183,V ugm-3
2016-05-08,96,V ugm-3,170,V ugm-3
2016-05-09,NA,V ugm-3,NA,V ugm-3
2016-05-10,99,V ugm-3,297,V ugm-3
2016-05-11,84,V ugm-3,271,V ugm-3
2016-05-12,50,V ugm-3,89,V ugm-3
2016-05-13,35,V ugm-3,63,V ugm-3
2016-05-14,35,V ugm-3,56,V ugm-3
2016-05-15,64,V ugm-3,124,V ugm-3
2016-05-16,79,V ugm-3,171,V ugm-3
2016-05-17,114,V ugm-3,337,V ugm-3
2016-05-18,99,V ugm-3,348,V ugm-3
2016-05-19,94,V ugm-3,341,V ugm-3
2016-05-20,114,V ugm-3,408,V ugm-3
2016-05-21,81,V ugm-3,232,V ugm-3
2016-05-22,58,V ugm-3,123,V ugm-3
2016-05-23,37,V ugm-3,67,V ugm-3
2016-05-24,33,V ugm-3,62,V ugm-3
2016-05-25,48,V ugm-3,99,V ugm-3
2016-05-26,113,V ugm-3,369,V ugm-3
2016-05-27,71,V ugm-3,153,V ugm-3
2016-05-28,45,V ugm-3,81,V ugm-3
2016-05-29,26,V ugm-3,43,V ugm-3
2016-05-30,23,V ugm-3,40,V ugm-3
2016-05-31,36,V ugm-3,79,V ugm-3
2016-06-01,34,V ugm-3,71,V ugm-3
2016-06-02,33,V ugm-3,58,V ugm-3
2016-06-03,44,V ugm-3,90,V ugm-3
2016-06-04,48,V ugm-3,82,V ugm-3
2016-06-05,45,V ugm-3,86,V ugm-3
2016-06-06,96,V ugm-3,250,V ugm-3
2016-06-07,115,V ugm-3,292,V ugm-3
2016-06-08,99,V ugm-3,216,V ugm-3
2016-06-09,NA,V ugm-3,NA,V ugm-3
2016-06-10,142,V ugm-3,410,V ugm-3
2016-06-11,99,V ugm-3,208,V ugm-3
2016-06-12,86,V ugm-3,264,V ugm-3
2016-06-13,95,V ugm-3,321,V ugm-3
2016-06-14,109,V ugm-3,448,V ugm-3
2016-06-15,108,V ugm-3,429,V ugm-3
2016-06-16,110,V ugm-3,357,V ugm-3
2016-06-17,60,V ugm-3,140,V ugm-3
2016-06-18,55,V ugm-3,126,V ugm-3
2016-06-19,83,V ugm-3,256,V ugm-3
2016-06-20,91,V ugm-3,390,V ugm-3
2016-06-21,121,V ugm-3,467,V ugm-3
2016-06-22,116,V ugm-3,501,V ugm-3
2016-06-23,115,V ugm-3,458,V ugm-3
2016-06-24,120,V ugm-3,497,V ugm-3
2016-06-25,68,V ugm-3,207,V ugm-3
2016-06-26,63,V ugm-3,184,V ugm-3
2016-06-27,52,V ugm-3,152,V ugm-3
2016-06-28,98,V ugm-3,378,V ugm-3
2016-06-29,104,V ugm-3,422,V ugm-3
2016-06-30,122,V ugm-3,493,V ugm-3
2016-07-01,120,V ugm-3,478,V ugm-3
2016-07-02,94,V ugm-3,325,V ugm-3
2016-07-03,93,V ugm-3,289,V ugm-3
2016-07-04,104,V ugm-3,402,V ugm-3
2016-07-05,59,V ugm-3,160,V ugm-3
2016-07-06,75,V ugm-3,176,V ugm-3
2016-07-07,143,V ugm-3,482,V ugm-3
2016-07-08,109,V ugm-3,370,V ugm-3
2016-07-09,88,V ugm-3,277,V ugm-3
2016-07-10,77,V ugm-3,229,V ugm-3
2016-07-11,104,V ugm-3,342,V ugm-3
2016-07-12,94,V ugm-3,316,V ugm-3
2016-07-13,61,V ugm-3,133,V ugm-3
2016-07-14,67,V ugm-3,147,V ugm-3
2016-07-15,128,V ugm-3,436,V ugm-3
2016-07-16,89,V ugm-3,283,V ugm-3
2016-07-17,74,V ugm-3,205,V ugm-3
2016-07-18,121,V ugm-3,317,V ugm-3
2016-07-19,140,V ugm-3,329,V ugm-3
2016-07-20,136,V ugm-3,327,V ugm-3
2016-07-21,72,V ugm-3,186,V ugm-3
2016-07-22,90,V ugm-3,233,V ugm-3
2016-07-23,116,V ugm-3,307,V ugm-3
2016-07-24,86,V ugm-3,241,V ugm-3
2016-07-25,89,V ugm-3,287,V ugm-3
2016-07-26,108,V ugm-3,401,V ugm-3
2016-07-27,79,V ugm-3,292,V ugm-3
2016-07-28,88,V ugm-3,338,V ugm-3
2016-07-29,98,V ugm-3,419,V ugm-3
2016-07-30,48,V ugm-3,111,V ugm-3
2016-07-31,46,V ugm-3,92,V ugm-3
2016-08-01,95,V ugm-3,368,V ugm-3
2016-08-02,85,V ugm-3,380,V ugm-3
2016-08-03,89,V ugm-3,340,V ugm-3
2016-08-04,87,V ugm-3,313,V ugm-3
2016-08-05,84,V ugm-3,246,V ugm-3
2016-08-06,76,V ugm-3,223,V ugm-3
2016-08-07,68,V ugm-3,189,V ugm-3
2016-08-08,49,V ugm-3,108,V ugm-3
2016-08-09,40,V ugm-3,79,V ugm-3
2016-08-10,58,V ugm-3,149,V ugm-3
2016-08-11,66,V ugm-3,212,V ugm-3
2016-08-12,101,V ugm-3,351,V ugm-3
2016-08-13,77,V ugm-3,229,V ugm-3
2016-08-14,36,V ugm-3,68,V ugm-3
2016-08-15,79,V ugm-3,210,V ugm-3
2016-08-16,73,V ugm-3,187,V ugm-3
2016-08-17,93,V ugm-3,224,V ugm-3
2016-08-18,82,V ugm-3,190,V ugm-3
2016-08-19,96,V ugm-3,321,V ugm-3
2016-08-20,70,V ugm-3,205,V ugm-3
2016-08-21,66,V ugm-3,191,V ugm-3
2016-08-22,89,V ugm-3,342,V ugm-3
2016-08-23,113,V ugm-3,347,V ugm-3
2016-08-24,103,V ugm-3,234,V ugm-3
2016-08-25,71,V ugm-3,135,V ugm-3
2016-08-26,81,V ugm-3,208,V ugm-3
2016-08-27,73,V ugm-3,148,V ugm-3
2016-08-28,75,V ugm-3,224,V ugm-3
2016-08-29,46,V ugm-3,118,V ugm-3
2016-08-30,136,V ugm-3,437,V ugm-3
2016-08-31,118,V ugm-3,408,V ugm-3
2016-09-01,113,V ugm-3,411,V ugm-3
2016-09-02,103,V ugm-3,411,V ugm-3
2016-09-03,81,V ugm-3,268,V ugm-3
2016-09-04,62,V ugm-3,164,V ugm-3
2016-09-05,100,V ugm-3,404,V ugm-3
2016-09-06,102,V ugm-3,460,V ugm-3
2016-09-07,112,V ugm-3,326,V ugm-3
2016-09-08,123,V ugm-3,386,V ugm-3
2016-09-09,111,V ugm-3,378,V ugm-3
2016-09-10,86,V ugm-3,268,V ugm-3
2016-09-11,98,V ugm-3,293,V ugm-3
2016-09-12,114,V ugm-3,366,V ugm-3
2016-09-13,131,V ugm-3,306,V ugm-3
2016-09-14,NA,V ugm-3,NA,V ugm-3
2016-09-15,NA,V ugm-3,NA,V ugm-3
2016-09-16,50,V ugm-3,103,V ugm-3
2016-09-17,30,V ugm-3,65,V ugm-3
2016-09-18,49,V ugm-3,87,V ugm-3
2016-09-19,62,V ugm-3,158,V ugm-3
2016-09-20,54,V ugm-3,132,V ugm-3
2016-09-21,127,V ugm-3,401,V ugm-3
2016-09-22,133,V ugm-3,512,V ugm-3
2016-09-23,143,V ugm-3,528,V ugm-3
2016-09-24,113,V ugm-3,300,V ugm-3
2016-09-25,97,V ugm-3,286,V ugm-3
2016-09-26,117,V ugm-3,433,V ugm-3
2016-09-27,106,V ugm-3,408,V ugm-3
2016-09-28,110,V ugm-3,441,V ugm-3
2016-09-29,111,V ugm-3,438,V ugm-3
2016-09-30,132,V ugm-3,518,V ugm-3
2016-10-01,95,V ugm-3,297,V ugm-3
2016-10-02,44,V ugm-3,112,V ugm-3
2016-10-03,92,V ugm-3,319,V ugm-3
2016-10-04,90,V ugm-3,269,V ugm-3
2016-10-05,90,V ugm-3,264,V ugm-3
2016-10-06,75,V ugm-3,193,V ugm-3
2016-10-07,69,V ugm-3,171,V ugm-3
2016-10-08,47,V ugm-3,90,V ugm-3
2016-10-09,45,V ugm-3,92,V ugm-3
2016-10-10,54,V ugm-3,122,V ugm-3
2016-10-11,66,V ugm-3,181,V ugm-3
2016-10-12,50,V ugm-3,121,V ugm-3
2016-10-13,60,V ugm-3,185,V ugm-3
2016-10-14,70,V ugm-3,223,V ugm-3
2016-10-15,97,V ugm-3,306,V ugm-3
2016-10-16,90,V ugm-3,251,V ugm-3
2016-10-17,129,V ugm-3,498,V ugm-3
2016-10-18,97,V ugm-3,311,V ugm-3
2016-10-19,60,V ugm-3,132,V ugm-3
2016-10-20,51,V ugm-3,110,V ugm-3
2016-10-21,49,V ugm-3,116,V ugm-3
2016-10-22,46,V ugm-3,89,V ugm-3
2016-10-23,53,V ugm-3,118,V ugm-3
2016-10-24,59,V ugm-3,134,V ugm-3
2016-10-25,78,V ugm-3,268,V ugm-3
2016-10-26,137,V ugm-3,565,V ugm-3
2016-10-27,135,V ugm-3,582,V ugm-3
2016-10-28,104,V ugm-3,353,V ugm-3
2016-10-29,98,V ugm-3,390,V ugm-3
2016-10-30,71,V ugm-3,268,V ugm-3
2016-10-31,93,V ugm-3,374,V ugm-3
2016-11-01,80,V ugm-3,354,V ugm-3
2016-11-02,81,V ugm-3,258,V ugm-3
2016-11-03,150,V ugm-3,729,V ugm-3
2016-11-04,122,V ugm-3,507,V ugm-3
2016-11-05,65,V ugm-3,183,V ugm-3
2016-11-06,35,V ugm-3,66,V ugm-3
2016-11-07,54,V ugm-3,125,V ugm-3
2016-11-08,116,V ugm-3,480,V ugm-3
2016-11-09,84,V ugm-3,247,V ugm-3
2016-11-10,116,V ugm-3,479,V ugm-3
2016-11-11,107,V ugm-3,443,V ugm-3
2016-11-12,85,V ugm-3,280,V ugm-3
2016-11-13,59,V ugm-3,152,V ugm-3
2016-11-14,135,V ugm-3,615,V ugm-3
2016-11-15,114,V ugm-3,503,V ugm-3
2016-11-16,129,V ugm-3,524,V ugm-3
2016-11-17,132,V ugm-3,536,V ugm-3
2016-11-18,150,V ugm-3,623,V ugm-3
2016-11-19,119,V ugm-3,428,V ugm-3
2016-11-20,76,V ugm-3,230,V ugm-3
2016-11-21,89,V ugm-3,296,V ugm-3
2016-11-22,110,V ugm-3,424,V ugm-3
2016-11-23,60,V ugm-3,151,V ugm-3
2016-11-24,35,V ugm-3,61,V ugm-3
2016-11-25,46,V ugm-3,77,V ugm-3
2016-11-26,55,V ugm-3,133,V ugm-3
2016-11-27,45,V ugm-3,72,V ugm-3
2016-11-28,82,V ugm-3,237,V ugm-3
2016-11-29,108,V ugm-3,413,V ugm-3
2016-11-30,193,V ugm-3,1135,V ugm-3
2016-12-01,157,V ugm-3,859,V ugm-3
2016-12-02,95,V ugm-3,418,V ugm-3
2016-12-03,91,V ugm-3,260,V ugm-3
2016-12-04,88,V ugm-3,247,V ugm-3
2016-12-05,88,V ugm-3,383,V ugm-3
2016-12-06,119,V ugm-3,628,V ugm-3
2016-12-07,127,V ugm-3,589,V ugm-3
2016-12-08,119,V ugm-3,568,V ugm-3
2016-12-09,118,V ugm-3,527,V ugm-3
2016-12-10,93,V ugm-3,347,V ugm-3
2016-12-11,109,V ugm-3,413,V ugm-3
2016-12-12,109,V ugm-3,454,V ugm-3
2016-12-13,113,V ugm-3,504,V ugm-3
2016-12-14,119,V ugm-3,451,V ugm-3
2016-12-15,97,V ugm-3,334,V ugm-3
2016-12-16,99,V ugm-3,388,V ugm-3
2016-12-17,100,V ugm-3,446,V ugm-3
2016-12-18,81,V ugm-3,291,V ugm-3
2016-12-19,71,V ugm-3,244,V ugm-3
2016-12-20,95,V ugm-3,391,V ugm-3
2016-12-21,120,V ugm-3,477,V ugm-3
2016-12-22,138,V ugm-3,594,V ugm-3
2016-12-23,99,V ugm-3,317,V ugm-3
2016-12-24,80,V ugm-3,219,V ugm-3
2016-12-25,45,V ugm-3,99,V ugm-3
2016-12-26,80,V ugm-3,240,V ugm-3
2016-12-27,118,V ugm-3,510,V ugm-3
2016-12-28,108,V ugm-3,551,V ugm-3
2016-12-29,119,V ugm-3,547,V ugm-3
2016-12-30,108,V ugm-3,533,V ugm-3
2016-12-31,81,V ugm-3,311,V ugm-3
2017-01-01,60,V ugm-3,180,V ugm-3
2017-01-02,50,V ugm-3,133,V ugm-3
2017-01-03,108,V ugm-3,423,V ugm-3
2017-01-04,74,V ugm-3,175,V ugm-3
2017-01-05,94,V ugm-3,334,V ugm-3
2017-01-06,136,V ugm-3,629,V ugm-3
2017-01-07,82,V ugm-3,266,V ugm-3
2017-01-08,94,V ugm-3,339,V ugm-3
2017-01-09,113,V ugm-3,467,V ugm-3
2017-01-10,107,V ugm-3,419,V ugm-3
2017-01-11,92,V ugm-3,289,V ugm-3
2017-01-12,96,V ugm-3,428,V ugm-3
2017-01-13,50,V ugm-3,148,V ugm-3
2017-01-14,80,V ugm-3,257,V ugm-3
2017-01-15,76,V ugm-3,234,V ugm-3
2017-01-16,104,V ugm-3,418,V ugm-3
2017-01-17,107,V ugm-3,427,V ugm-3
2017-01-18,120,V ugm-3,509,V ugm-3
2017-01-19,85,V ugm-3,282,V ugm-3
2017-01-20,85,V ugm-3,248,V ugm-3
2017-01-21,101,V ugm-3,337,V ugm-3
2017-01-22,120,V ugm-3,554,V ugm-3
2017-01-23,162,V ugm-3,944,V ugm-3
2017-01-24,156,V ugm-3,823,V ugm-3
2017-01-25,124,V ugm-3,599,V ugm-3
2017-01-26,108,V ugm-3,461,V ugm-3
2017-01-27,97,V ugm-3,379,V ugm-3
2017-01-28,100,V ugm-3,345,V ugm-3
2017-01-29,88,V ugm-3,275,V ugm-3
2017-01-30,72,V ugm-3,233,V ugm-3
2017-01-31,84,V ugm-3,334,V ugm-3
2017-02-01,95,V ugm-3,429,V ugm-3
2017-02-02,81,V ugm-3,281,V ugm-3
2017-02-03,101,V ugm-3,335,V ugm-3
2017-02-04,110,V ugm-3,359,V ugm-3
2017-02-05,58,V ugm-3,116,V ugm-3
2017-02-06,101,V ugm-3,463,V ugm-3
2017-02-07,94,V ugm-3,324,V ugm-3
2017-02-08,51,V ugm-3,138,V ugm-3
2017-02-09,43,V ugm-3,98,V ugm-3
2017-02-10,45,V ugm-3,108,V ugm-3
2017-02-11,39,V ugm-3,87,V ugm-3
2017-02-12,45,V ugm-3,127,V ugm-3
2017-02-13,73,V ugm-3,263,V ugm-3
2017-02-14,94,V ugm-3,357,V ugm-3
2017-02-15,100,V ugm-3,402,V ugm-3
2017-02-16,122,V ugm-3,531,V ugm-3
2017-02-17,114,V ugm-3,455,V ugm-3
2017-02-18,94,V ugm-3,302,V ugm-3
2017-02-19,95,V ugm-3,311,V ugm-3
2017-02-20,90,V ugm-3,387,V ugm-3
2017-02-21,105,V ugm-3,417,V ugm-3
2017-02-22,110,V ugm-3,449,V ugm-3
2017-02-23,76,V ugm-3,228,V ugm-3
2017-02-24,94,V ugm-3,267,V ugm-3
2017-02-25,94,V ugm-3,268,V ugm-3
2017-02-26,80,V ugm-3,218,V ugm-3
2017-02-27,118,V ugm-3,421,V ugm-3
2017-02-28,117,V ugm-3,454,V ugm-3
2017-03-01,120,V ugm-3,448,V ugm-3
2017-03-02,107,V ugm-3,396,V ugm-3
2017-03-03,101,V ugm-3,355,V ugm-3
2017-03-04,96,V ugm-3,281,V ugm-3
2017-03-05,88,V ugm-3,247,V ugm-3
2017-03-06,77,V ugm-3,232,V ugm-3
2017-03-07,98,V ugm-3,331,V ugm-3
2017-03-08,108,V ugm-3,427,V ugm-3
2017-03-09,82,V ugm-3,226,V ugm-3
2017-03-10,104,V ugm-3,395,V ugm-3
2017-03-11,93,V ugm-3,314,V ugm-3
2017-03-12,64,V ugm-3,149,V ugm-3
2017-03-13,73,V ugm-3,218,V ugm-3
2017-03-14,95,V ugm-3,327,V ugm-3
2017-03-15,102,V ugm-3,418,V ugm-3
2017-03-16,105,V ugm-3,449,V ugm-3
2017-03-17,96,V ugm-3,366,V ugm-3
2017-03-18,83,V ugm-3,253,V ugm-3
2017-03-19,71,V ugm-3,201,V ugm-3
2017-03-20,100,V ugm-3,360,V ugm-3
2017-03-21,110,V ugm-3,389,V ugm-3
2017-03-22,105,V ugm-3,375,V ugm-3
2017-03-23,51,V ugm-3,113,V ugm-3
2017-03-24,48,V ugm-3,114,V ugm-3
2017-03-25,36,V ugm-3,60,V ugm-3
2017-03-26,52,V ugm-3,105,V ugm-3
2017-03-27,71,V ugm-3,216,V ugm-3
2017-03-28,103,V ugm-3,380,V ugm-3
2017-03-29,107,V ugm-3,384,V ugm-3
2017-03-30,118,V ugm-3,370,V ugm-3
2017-03-31,120,V ugm-3,401,V ugm-3
2017-04-01,109,V ugm-3,328,V ugm-3
2017-04-02,50,V ugm-3,103,V ugm-3
2017-04-03,101,V ugm-3,363,V ugm-3
2017-04-04,66,V ugm-3,179,V ugm-3
2017-04-05,56,V ugm-3,115,V ugm-3
2017-04-06,79,V ugm-3,219,V ugm-3
2017-04-07,65,V ugm-3,140,V ugm-3
2017-04-08,107,V ugm-3,298,V ugm-3
2017-04-09,90,V ugm-3,211,V ugm-3
2017-04-10,44,V ugm-3,87,V ugm-3
2017-04-11,80,V ugm-3,224,V ugm-3
2017-04-12,79,V ugm-3,267,V ugm-3
2017-04-13,67,V ugm-3,147,V ugm-3
2017-04-14,84,V ugm-3,234,V ugm-3
2017-04-15,42,V ugm-3,75,V ugm-3
2017-04-16,54,V ugm-3,107,V ugm-3
2017-04-17,37,V ugm-3,67,V ugm-3
2017-04-18,40,V ugm-3,70,V ugm-3
2017-04-19,74,V ugm-3,211,V ugm-3
2017-04-20,110,V ugm-3,390,V ugm-3
2017-04-21,68,V ugm-3,199,V ugm-3
2017-04-22,54,V ugm-3,112,V ugm-3
2017-04-23,82,V ugm-3,212,V ugm-3
2017-04-24,82,V ugm-3,288,V ugm-3
2017-04-25,51,V ugm-3,110,V ugm-3
2017-04-26,52,V ugm-3,114,V ugm-3
2017-04-27,106,V ugm-3,343,V ugm-3
2017-04-28,80,V ugm-3,233,V ugm-3
2017-04-29,108,V ugm-3,326,V ugm-3
2017-04-30,75,V ugm-3,160,V ugm-3
2017-05-01,70,V ugm-3,166,V ugm-3
2017-05-02,50,V ugm-3,109,V ugm-3
2017-05-03,42,V ugm-3,75,V ugm-3
2017-05-04,35,V ugm-3,59,V ugm-3
2017-05-05,58,V ugm-3,129,V ugm-3
2017-05-06,28,V ugm-3,49,V ugm-3
2017-05-07,32,V ugm-3,52,V ugm-3
2017-05-08,48,V ugm-3,88,V ugm-3
2017-05-09,59,V ugm-3,128,V ugm-3
2017-05-10,120,V ugm-3,332,V ugm-3
2017-05-11,118,V ugm-3,343,V ugm-3
2017-05-12,114,V ugm-3,405,V ugm-3
2017-05-13,97,V ugm-3,260,V ugm-3
2017-05-14,81,V ugm-3,204,V ugm-3
2017-05-15,112,V ugm-3,400,V ugm-3
2017-05-16,105,V ugm-3,406,V ugm-3
2017-05-17,77,V ugm-3,241,V ugm-3
2017-05-18,76,V ugm-3,205,V ugm-3
2017-05-19,94,V ugm-3,286,V ugm-3
2017-05-20,100,V ugm-3,314,V ugm-3
2017-05-21,90,V ugm-3,224,V ugm-3
2017-05-22,126,V ugm-3,367,V ugm-3
2017-05-23,95,V ugm-3,311,V ugm-3
2017-05-24,NA,V ugm-3,NA,V ugm-3
2017-05-25,117,V ugm-3,347,V ugm-3
2017-05-26,114,V ugm-3,297,V ugm-3
2017-05-27,96,V ugm-3,229,V ugm-3
2017-05-28,61,V ugm-3,126,V ugm-3
2017-05-29,83,V ugm-3,203,V ugm-3
2017-05-30,104,V ugm-3,356,V ugm-3
2017-05-31,75,V ugm-3,231,V ugm-3
2017-06-01,119,V ugm-3,405,V ugm-3
2017-06-02,102,V ugm-3,250,V ugm-3
2017-06-03,65,V ugm-3,159,V ugm-3
2017-06-04,76,V ugm-3,205,V ugm-3
2017-06-05,95,V ugm-3,307,V ugm-3
2017-06-06,99,V ugm-3,357,V ugm-3
2017-06-07,99,V ugm-3,346,V ugm-3
2017-06-08,104,V ugm-3,376,V ugm-3
2017-06-09,105,V ugm-3,383,V ugm-3
2017-06-10,77,V ugm-3,228,V ugm-3
2017-06-11,70,V ugm-3,197,V ugm-3
2017-06-12,98,V ugm-3,353,V ugm-3
2017-06-13,88,V ugm-3,251,V ugm-3
2017-06-14,88,V ugm-3,194,V ugm-3
2017-06-15,109,V ugm-3,316,V ugm-3
2017-06-16,74,V ugm-3,195,V ugm-3
2017-06-17,81,V ugm-3,206,V ugm-3
2017-06-18,84,V ugm-3,168,V ugm-3
2017-06-19,123,V ugm-3,247,V ugm-3
2017-06-20,119,V ugm-3,257,V ugm-3
2017-06-21,139,V ugm-3,336,V ugm-3
2017-06-22,117,V ugm-3,349,V ugm-3
2017-06-23,111,V ugm-3,366,V ugm-3
2017-06-24,80,V ugm-3,262,V ugm-3
2017-06-25,62,V ugm-3,184,V ugm-3
2017-06-26,65,V ugm-3,154,V ugm-3
2017-06-27,83,V ugm-3,218,V ugm-3
2017-06-28,47,V ugm-3,107,V ugm-3
2017-06-29,111,V ugm-3,402,V ugm-3
2017-06-30,55,V ugm-3,129,V ugm-3
2017-07-01,66,V ugm-3,171,V ugm-3
2017-07-02,48,V ugm-3,107,V ugm-3
2017-07-03,102,V ugm-3,337,V ugm-3
2017-07-04,117,V ugm-3,411,V ugm-3
2017-07-05,90,V ugm-3,236,V ugm-3
2017-07-06,132,V ugm-3,323,V ugm-3
2017-07-07,90,V ugm-3,222,V ugm-3
2017-07-08,53,V ugm-3,116,V ugm-3
2017-07-09,109,V ugm-3,265,V ugm-3
2017-07-10,88,V ugm-3,251,V ugm-3
2017-07-11,107,V ugm-3,410,V ugm-3
2017-07-12,45,V ugm-3,105,V ugm-3
2017-07-13,130,V ugm-3,445,V ugm-3
2017-07-14,55,V ugm-3,137,V ugm-3
2017-07-15,81,V ugm-3,289,V ugm-3
2017-07-16,53,V ugm-3,187,V ugm-3
2017-07-17,61,V ugm-3,163,V ugm-3
2017-07-18,101,V ugm-3,273,V ugm-3
2017-07-19,99,V ugm-3,312,V ugm-3
2017-07-20,89,V ugm-3,328,V ugm-3
2017-07-21,96,V ugm-3,327,V ugm-3
2017-07-22,80,V ugm-3,271,V ugm-3
2017-07-23,78,V ugm-3,253,V ugm-3
2017-07-24,42,V ugm-3,94,V ugm-3
2017-07-25,51,V ugm-3,112,V ugm-3
2017-07-26,86,V ugm-3,317,V ugm-3
2017-07-27,81,V ugm-3,348,V ugm-3
2017-07-28,83,V ugm-3,314,V ugm-3
2017-07-29,81,V ugm-3,287,V ugm-3
2017-07-30,76,V ugm-3,233,V ugm-3
2017-07-31,86,V ugm-3,330,V ugm-3
2017-08-01,91,V ugm-3,325,V ugm-3
2017-08-02,78,V ugm-3,299,V ugm-3
2017-08-03,80,V ugm-3,292,V ugm-3
2017-08-04,100,V ugm-3,355,V ugm-3
2017-08-05,49,V ugm-3,116,V ugm-3
2017-08-06,72,V ugm-3,204,V ugm-3
2017-08-07,82,V ugm-3,294,V ugm-3
2017-08-08,57,V ugm-3,179,V ugm-3
2017-08-09,55,V ugm-3,143,V ugm-3
2017-08-10,55,V ugm-3,157,V ugm-3
2017-08-11,102,V ugm-3,392,V ugm-3
2017-08-12,54,V ugm-3,141,V ugm-3
2017-08-13,62,V ugm-3,138,V ugm-3
2017-08-14,108,V ugm-3,323,V ugm-3
2017-08-15,85,V ugm-3,224,V ugm-3
2017-08-16,99,V ugm-3,377,V ugm-3
2017-08-17,86,V ugm-3,320,V ugm-3
2017-08-18,91,V ugm-3,351,V ugm-3
2017-08-19,69,V ugm-3,198,V ugm-3
2017-08-20,78,V ugm-3,225,V ugm-3
2017-08-21,75,V ugm-3,236,V ugm-3
2017-08-22,85,V ugm-3,293,V ugm-3
2017-08-23,NA,V ugm-3,NA,V ugm-3
2017-08-24,95,V ugm-3,376,V ugm-3
